x,y,z,d
0.04,-0.1682219,0.26325443,56.716297
-0.06,0.2317781,0.16325443,56.71757
-0.01,0.7317781,0.16325443,56.91235
-0.16,-0.0182219,0.26325443,57.062717
0.19,-0.2182219,0.56325443,57.095913
-0.01,0.0317781,0.21325443,57.1171
-0.16,0.5317781,0.61325443,57.258442
0.19,0.6317781,0.66325443,57.41672
0.19,0.6817781,0.66325443,57.550568
-0.26,0.4317781,0.11325443,57.772236
0.24,-0.0682219,0.11325443,58.161724
-0.11,-0.7182219,0.61325443,58.25164
0.14,0.8817781,0.41325443,58.269093
-0.01,-0.4682219,0.71325443,58.596703
0.24,0.9317781,0.16325443,58.675617
0.34,-0.5682219,0.86325443,58.723873
-0.06,-0.0182219,0.11325443,58.799717
0.24,0.7817781,0.21325443,58.842693
0.19,-0.1682219,0.66325443,58.868626
0.29,-0.0182219,0.41325443,58.960323
-0.16,-0.4682219,0.76325443,59.371006
-0.01,0.8317781,0.16325443,59.62687
-0.06,-0.6182219,0.66325443,59.828083
0.09,-0.2682219,0.26325443,60.01624
0.19,-0.5682219,0.66325443,60.389137
0.19,0.4817781,0.51325443,60.48599
0.24,-0.0682219,0.26325443,60.50466
-0.26,0.0317781,0.41325443,60.84119
0.34,-0.5682219,0.71325443,61.140987
-0.06,-0.4682219,0.91325443,61.19
0.19,0.8817781,0.11325443,61.917385
-0.16,-0.3682219,0.56325443,62.00719
-0.11,0.5317781,0.61325443,62.313374
-0.16,-0.0682219,0.31325443,62.60932
-0.21,0.8317781,0.31325443,62.6713
0.14,-0.5182219,0.81325443,63.100338
-0.21,0.6317781,0.21325443,63.21164
0.14,0.3817781,0.16325443,63.31171
0.14,-0.5682219,0.66325443,63.796524
0.14,0.5817781,0.16325443,63.978313
-0.01,-0.2682219,0.21325443,64.19549
0.09,0.5817781,0.16325443,64.41145
0.04,-0.2182219,0.11325443,64.60573
0.04,0.8317781,0.11325443,65.681564
0.19,0.6317781,0.21325443,65.887695
-0.11,0.6817781,0.11325443,66.45647
0.09,-0.3682219,0.16325443,66.46892
0.09,0.6317781,0.11325443,66.722946
0.29,-0.5182219,0.81325443,66.738846
-0.06,0.8317781,0.11325443,66.82329
0.09,-0.7182219,0.61325443,67.01414
0.24,0.4817781,0.21325443,67.21442
-0.16,0.4317781,0.16325443,67.34871
-0.21,-0.2182219,0.61325443,67.51676
0.24,-0.2182219,0.46325443,67.658844
-0.11,-0.3682219,0.16325443,67.899414
-0.01,-0.1682219,0.26325443,67.91159
-0.01,0.2317781,0.36325443,67.96855
-0.01,-0.3182219,0.21325443,68.246956
-0.26,0.6317781,0.21325443,68.5109
-0.16,0.8317781,0.61325443,68.58294
-0.01,-0.6682219,0.66325443,68.930626
0.04,0.3817781,0.16325443,69.00725
-0.21,-0.5682219,0.66325443,69.03281
0.24,-0.5682219,0.66325443,69.04492
-0.31,-0.5682219,0.71325443,69.04518
0.14,0.8317781,0.46325443,69.411804
0.34,-0.7182219,0.61325443,69.48904
0.14,0.4317781,0.16325443,69.79918
0.24,0.5317781,0.16325443,69.85144
-0.16,0.8317781,0.46325443,69.90044
0.19,-0.2182219,0.61325443,69.90206
0.29,-0.5182219,0.76325443,70.057785
-0.11,-0.0182219,0.21325443,70.09032
0.14,0.8817781,0.51325443,70.32722
0.19,-0.1682219,0.61325443,71.036896
0.24,0.3317781,0.21325443,71.07561
0.19,0.0817781,0.46325443,71.26701
-0.26,-0.2182219,0.66325443,71.328384
0.04,-0.4682219,0.76325443,71.6757
0.04,-0.2182219,0.21325443,71.85132
0.14,-0.3682219,0.56325443,71.87096
0.19,-0.0182219,0.46325443,71.91117
0.24,0.3317781,0.16325443,72.54265
-0.26,0.2817781,0.26325443,72.66135
-0.26,0.4817781,0.11325443,73.2052
0.24,0.4817781,0.11325443,73.400856
0.04,0.6817781,0.11325443,73.46246
0.19,0.3317781,0.16325443,73.69127
0.29,0.2317781,0.21325443,73.79178
0.29,-0.0182219,0.16325443,74.40596
-0.06,-0.5182219,0.81325443,74.607315
0.24,-0.2182219,0.56325443,74.847435
-0.21,0.4317781,0.11325443,74.91231
0.09,-0.7182219,0.66325443,75.446
-0.01,0.3817781,0.21325443,75.57613
0.19,-0.5182219,0.76325443,75.85439
0.19,0.4317781,0.11325443,76.084274
-0.16,-0.7682219,0.66325443,76.53548
-0.26,-0.6682219,0.66325443,77.40468
-0.21,0.7817781,0.36325443,77.445885
0.09,0.8817781,0.11325443,77.46138
-0.01,0.1817781,0.21325443,77.50131
-0.21,0.6317781,0.11325443,77.59888
0.14,0.6817781,0.26325443,77.69896
-0.06,0.5317781,0.11325443,77.73131
0.14,-0.3182219,0.56325443,78.02181
0.19,-0.4682219,0.61325443,78.41147
-0.06,-0.5182219,0.76325443,78.450806
0.09,-0.2182219,0.11325443,78.543076
0.14,0.3817781,0.21325443,78.60394
-0.01,-0.1182219,0.26325443,78.833755
0.09,0.9317781,0.16325443,79.27357
0.24,0.8317781,0.31325443,79.781784
-0.06,0.2317781,0.46325443,80.0506
0.24,-0.5182219,0.81325443,80.40735
0.19,0.0317781,0.16325443,81.03075
0.04,-0.5682219,0.66325443,81.26458
-0.26,0.4317781,0.16325443,81.31267
0.24,-0.5182219,0.76325443,81.353004
-0.21,0.8317781,0.11325443,81.41294
0.19,-0.6182219,0.66325443,81.89958
0.14,0.7817781,0.66325443,81.91484
0.19,0.4817781,0.11325443,82.437454
0.24,0.3817781,0.16325443,83.00046
-0.06,0.2317781,0.51325443,83.32165
-0.16,0.4317781,0.11325443,83.36168
-0.31,-0.5682219,0.66325443,83.410164
-0.01,-0.5182219,0.91325443,83.48723
0.04,0.4817781,0.11325443,84.06868
0.14,0.8817781,0.36325443,84.89281
-0.01,0.2317781,0.31325443,84.95421
